datetime;season;holiday;workingday;weather;temp;atemp;humidity;windspeed;casual;registered;count;test
06/04/2011 11:00;2;0;1;1;17.22;21.21;38;26.0027;23;70;93;VRAI
06/04/2011 12:00;2;0;1;1;18.04;21.97;41;16.9979;22;112;134;VRAI
06/04/2011 13:00;2;0;1;1;18.86;22.725;38;32.9975;29;83;112;VRAI
06/04/2011 14:00;2;0;1;1;20.5;24.24;34;27.9993;35;80;115;VRAI
06/04/2011 15:00;2;0;1;1;21.32;25;32;22.0028;34;83;117;VRAI
06/04/2011 16:00;2;0;1;1;22.14;25.76;28;27.9993;27;142;169;VRAI
06/04/2011 17:00;2;0;1;1;21.32;25;32;30.0026;53;303;356;VRAI
06/04/2011 18:00;2;0;1;1;21.32;25;29;23.9994;43;282;325;VRAI
06/04/2011 19:00;2;0;1;1;20.5;24.24;31;19.9995;36;196;232;VRAI
06/04/2011 20:00;2;0;1;1;18.86;22.725;51;15.0013;15;126;141;VRAI
06/04/2011 21:00;2;0;1;1;18.86;22.725;41;19.0012;18;84;102;VRAI
06/04/2011 22:00;2;0;1;1;18.86;22.725;41;19.0012;13;71;84;VRAI
06/04/2011 23:00;2;0;1;1;18.86;22.725;41;19.9995;11;29;40;VRAI
07/04/2011 00:00;2;0;1;1;18.86;22.725;41;19.0012;5;15;20;VRAI
07/04/2011 01:00;2;0;1;1;17.22;21.21;47;8.9981;2;11;13;VRAI
07/04/2011 02:00;2;0;1;1;17.22;21.21;54;0;0;7;7;VRAI
07/04/2011 03:00;2;0;1;1;14.76;17.425;66;12.998;0;3;3;VRAI
07/04/2011 04:00;2;0;1;1;13.94;16.665;76;12.998;0;1;1;VRAI
07/04/2011 05:00;2;0;1;1;13.94;15.91;76;15.0013;0;6;6;VRAI
07/04/2011 06:00;2;0;1;1;13.12;15.15;81;16.9979;5;59;64;VRAI
07/04/2011 07:00;2;0;1;2;13.94;16.665;76;11.0014;8;152;160;VRAI
07/04/2011 08:00;2;0;1;1;14.76;17.425;76;12.998;23;291;314;VRAI
07/04/2011 09:00;2;0;1;2;16.4;20.455;66;8.9981;15;155;170;VRAI
07/04/2011 10:00;2;0;1;2;17.22;21.21;67;7.0015;29;66;95;VRAI
07/04/2011 11:00;2;0;1;2;18.86;22.725;55;0;36;86;122;VRAI
07/04/2011 12:00;2;0;1;2;18.86;22.725;55;0;39;114;153;VRAI
07/04/2011 13:00;2;0;1;2;21.32;25;48;6.0032;36;99;135;VRAI
07/04/2011 14:00;2;0;1;1;22.96;26.515;43;6.0032;46;111;157;VRAI
07/04/2011 15:00;2;0;1;1;24.6;31.06;38;7.0015;27;133;160;VRAI
07/04/2011 16:00;2;0;1;1;24.6;31.06;35;0;52;161;213;VRAI
07/04/2011 17:00;2;0;1;1;21.32;25;52;19.0012;63;280;343;VRAI
07/04/2011 18:00;2;0;1;1;19.68;23.485;55;16.9979;68;265;333;VRAI
07/04/2011 19:00;2;0;1;1;18.86;22.725;59;19.9995;34;192;226;VRAI
07/04/2011 20:00;2;0;1;1;18.04;21.97;62;11.0014;37;166;203;VRAI
07/04/2011 21:00;2;0;1;2;18.04;21.97;67;19.0012;19;89;108;VRAI
07/04/2011 22:00;2;0;1;2;16.4;20.455;76;12.998;18;63;81;VRAI
07/04/2011 23:00;2;0;1;1;15.58;19.695;76;16.9979;9;45;54;VRAI
08/04/2011 00:00;2;0;1;2;14.76;17.425;76;15.0013;4;21;25;VRAI
08/04/2011 01:00;2;0;1;2;13.94;16.665;76;8.9981;3;6;9;VRAI
08/04/2011 02:00;2;0;1;3;13.94;16.665;76;11.0014;3;10;13;VRAI
08/04/2011 03:00;2;0;1;3;13.94;16.665;76;11.0014;0;1;1;VRAI
08/04/2011 04:00;2;0;1;2;13.94;16.665;86;8.9981;0;1;1;VRAI
08/04/2011 05:00;2;0;1;2;13.12;15.91;87;12.998;1;8;9;VRAI
08/04/2011 06:00;2;0;1;2;13.94;18.18;87;0;2;33;35;VRAI
08/04/2011 07:00;2;0;1;3;13.94;16.665;87;11.0014;4;109;113;VRAI
08/04/2011 08:00;2;0;1;3;13.94;16.665;87;11.0014;13;208;221;VRAI
08/04/2011 09:00;2;0;1;2;14.76;17.425;76;12.998;17;168;185;VRAI
08/04/2011 10:00;2;0;1;2;14.76;16.665;71;19.0012;10;63;73;VRAI
08/04/2011 11:00;2;0;1;2;16.4;20.455;62;26.0027;19;79;98;VRAI
08/04/2011 12:00;2;0;1;3;15.58;19.695;66;15.0013;29;51;80;VRAI
08/04/2011 13:00;2;0;1;3;14.76;16.665;76;19.0012;7;35;42;VRAI
08/04/2011 14:00;2;0;1;3;13.94;15.91;87;15.0013;2;13;15;VRAI
08/04/2011 15:00;2;0;1;3;13.94;15.91;87;15.0013;1;24;25;VRAI
08/04/2011 16:00;2;0;1;2;13.12;15.15;93;16.9979;2;58;60;VRAI
08/04/2011 17:00;2;0;1;3;13.12;15.15;93;16.9979;10;138;148;VRAI
08/04/2011 18:00;2;0;1;3;13.12;15.15;93;16.9979;8;54;62;VRAI
08/04/2011 19:00;2;0;1;3;12.3;13.635;93;27.9993;1;52;53;VRAI
08/04/2011 20:00;2;0;1;2;12.3;13.635;93;22.0028;12;51;63;VRAI
08/04/2011 21:00;2;0;1;2;12.3;14.395;93;16.9979;11;43;54;VRAI
08/04/2011 22:00;2;0;1;2;12.3;13.635;93;19.9995;9;42;51;VRAI
08/04/2011 23:00;2;0;1;2;12.3;14.395;93;15.0013;4;31;35;VRAI
09/04/2011 00:00;2;0;0;2;12.3;14.395;87;15.0013;5;26;31;VRAI
09/04/2011 01:00;2;0;0;2;12.3;15.15;87;8.9981;3;17;20;VRAI
09/04/2011 02:00;2;0;0;2;13.12;15.15;87;15.0013;2;15;17;VRAI
09/04/2011 03:00;2;0;0;3;12.3;14.395;100;16.9979;3;11;14;VRAI
09/04/2011 04:00;2;0;0;3;12.3;13.635;100;16.9979;0;3;3;VRAI
09/04/2011 05:00;2;0;0;2;12.3;14.395;93;15.0013;0;5;5;VRAI
09/04/2011 06:00;2;0;0;2;12.3;14.395;93;12.998;0;13;13;VRAI
09/04/2011 07:00;2;0;0;2;12.3;15.15;93;11.0014;8;13;21;VRAI
09/04/2011 08:00;2;0;0;2;13.12;15.15;93;11.0014;7;47;54;VRAI
09/04/2011 09:00;2;0;0;2;13.94;17.425;87;7.0015;27;71;98;VRAI
09/04/2011 10:00;2;0;0;2;13.94;16.665;87;8.9981;43;90;133;VRAI
09/04/2011 11:00;2;0;0;2;14.76;18.18;81;0;51;91;142;VRAI
09/04/2011 12:00;2;0;0;2;14.76;17.425;81;8.9981;79;123;202;VRAI
09/04/2011 13:00;2;0;0;2;14.76;18.94;81;0;114;108;222;VRAI
09/04/2011 14:00;2;0;0;2;14.76;17.425;81;8.9981;94;118;212;VRAI
09/04/2011 15:00;2;0;0;2;14.76;18.94;87;0;85;116;201;VRAI
09/04/2011 16:00;2;0;0;2;15.58;19.695;82;0;73;118;191;VRAI
09/04/2011 17:00;2;0;0;2;15.58;19.695;82;6.0032;128;129;257;VRAI
09/04/2011 18:00;2;0;0;2;15.58;19.695;82;7.0015;48;129;177;VRAI
09/04/2011 19:00;2;0;0;2;15.58;19.695;82;8.9981;47;83;130;VRAI
09/04/2011 20:00;2;0;0;2;15.58;19.695;87;11.0014;19;74;93;VRAI
09/04/2011 21:00;2;0;0;2;14.76;17.425;93;8.9981;10;65;75;VRAI
09/04/2011 22:00;2;0;0;2;14.76;17.425;93;8.9981;21;66;87;VRAI
09/04/2011 23:00;2;0;0;2;15.58;19.695;87;6.0032;12;45;57;VRAI
10/04/2011 00:00;2;0;0;2;15.58;19.695;87;6.0032;5;48;53;VRAI
10/04/2011 01:00;2;0;0;2;15.58;19.695;87;8.9981;6;31;37;VRAI
10/04/2011 02:00;2;0;0;2;15.58;19.695;87;6.0032;12;24;36;VRAI
10/04/2011 03:00;2;0;0;2;15.58;19.695;87;8.9981;5;11;16;VRAI
10/04/2011 04:00;2;0;0;2;14.76;18.18;93;7.0015;3;2;5;VRAI
10/04/2011 05:00;2;0;0;2;14.76;18.18;93;6.0032;0;4;4;VRAI
10/04/2011 06:00;2;0;0;2;14.76;18.18;93;6.0032;0;4;4;VRAI
10/04/2011 07:00;2;0;0;2;14.76;18.18;100;6.0032;3;7;10;VRAI
10/04/2011 08:00;2;0;0;2;15.58;19.695;94;6.0032;17;38;55;VRAI
10/04/2011 09:00;2;0;0;2;15.58;19.695;94;8.9981;31;50;81;VRAI
10/04/2011 10:00;2;0;0;2;16.4;20.455;87;0;69;81;150;VRAI
10/04/2011 11:00;2;0;0;2;16.4;20.455;87;8.9981;93;109;202;VRAI
10/04/2011 12:00;2;0;0;2;17.22;21.21;88;8.9981;94;136;230;VRAI
10/04/2011 13:00;2;0;0;1;18.86;22.725;82;7.0015;121;142;263;VRAI
10/04/2011 14:00;2;0;0;1;20.5;24.24;72;12.998;148;133;281;VRAI
10/04/2011 15:00;2;0;0;1;20.5;24.24;77;15.0013;156;141;297;VRAI
10/04/2011 16:00;2;0;0;2;21.32;25;72;11.0014;135;153;288;VRAI
10/04/2011 17:00;2;0;0;2;21.32;25;72;12.998;84;152;236;VRAI
10/04/2011 18:00;2;0;0;1;20.5;24.24;77;12.998;103;137;240;VRAI
10/04/2011 19:00;2;0;0;1;20.5;24.24;77;12.998;47;84;131;VRAI
10/04/2011 20:00;2;0;0;1;18.86;22.725;82;8.9981;21;71;92;VRAI
10/04/2011 21:00;2;0;0;1;18.04;21.97;88;12.998;18;77;95;VRAI
10/04/2011 22:00;2;0;0;1;18.04;21.97;94;16.9979;12;45;57;VRAI
10/04/2011 23:00;2;0;0;1;18.86;22.725;88;23.9994;5;27;32;VRAI
11/04/2011 00:00;2;0;1;1;19.68;23.485;88;22.0028;7;16;23;VRAI
11/04/2011 01:00;2;0;1;1;18.86;22.725;94;19.0012;1;3;4;VRAI
11/04/2011 02:00;2;0;1;1;18.86;22.725;94;19.0012;7;2;9;VRAI
11/04/2011 04:00;2;0;1;1;18.86;22.725;94;12.998;0;1;1;VRAI
11/04/2011 05:00;2;0;1;1;18.86;22.725;94;12.998;1;12;13;VRAI
11/04/2011 06:00;2;0;1;2;18.86;22.725;100;15.0013;2;59;61;VRAI
11/04/2011 07:00;2;0;1;2;20.5;24.24;88;15.0013;12;164;176;VRAI
11/04/2011 08:00;2;0;1;2;21.32;25;88;19.0012;28;286;314;VRAI
11/04/2011 09:00;2;0;1;2;22.96;26.515;83;19.0012;33;132;165;VRAI
11/04/2011 10:00;2;0;1;2;22.96;26.515;83;19.9995;41;55;96;VRAI
11/04/2011 11:00;2;0;1;2;24.6;29.545;73;19.9995;45;59;104;VRAI
11/04/2011 12:00;2;0;1;2;24.6;29.545;73;22.0028;37;97;134;VRAI
11/04/2011 13:00;2;0;1;2;26.24;30.305;69;27.9993;62;77;139;VRAI
11/04/2011 14:00;2;0;1;2;29.52;33.335;54;23.9994;60;85;145;VRAI
11/04/2011 15:00;2;0;1;1;30.34;33.335;48;35.0008;56;85;141;VRAI
11/04/2011 16:00;2;0;1;1;30.34;33.335;48;35.0008;73;162;235;VRAI
11/04/2011 17:00;2;0;1;1;30.34;33.335;48;35.0008;100;352;452;VRAI
11/04/2011 18:00;2;0;1;1;29.52;33.335;51;26.0027;93;290;383;VRAI
11/04/2011 19:00;2;0;1;1;29.52;33.335;51;30.0026;73;211;284;VRAI
11/04/2011 20:00;2;0;1;1;27.88;31.82;57;35.0008;44;122;166;VRAI
11/04/2011 21:00;2;0;1;1;27.06;31.06;61;16.9979;39;119;158;VRAI
11/04/2011 22:00;2;0;1;2;26.24;31.06;50;19.0012;25;66;91;VRAI
11/04/2011 23:00;2;0;1;3;23.78;27.275;60;0;16;38;54;VRAI
12/04/2011 00:00;2;0;1;2;25.42;31.06;50;7.0015;11;13;24;VRAI
12/04/2011 01:00;2;0;1;2;25.42;31.06;50;6.0032;6;7;13;VRAI
12/04/2011 02:00;2;0;1;2;24.6;31.06;53;8.9981;7;7;14;VRAI
12/04/2011 03:00;2;0;1;2;23.78;27.275;56;8.9981;0;1;1;VRAI
12/04/2011 04:00;2;0;1;2;22.96;26.515;64;8.9981;4;2;6;VRAI
12/04/2011 05:00;2;0;1;2;22.14;25.76;68;8.9981;1;15;16;VRAI
12/04/2011 06:00;2;0;1;2;22.14;25.76;68;19.0012;3;55;58;VRAI
12/04/2011 07:00;2;0;1;2;22.14;25.76;68;15.0013;12;177;189;VRAI
12/04/2011 08:00;2;0;1;3;19.68;23.485;88;26.0027;15;211;226;VRAI
12/04/2011 09:00;2;0;1;3;18.86;22.725;94;32.9975;4;50;54;VRAI
12/04/2011 10:00;2;0;1;3;20.5;24.24;82;27.9993;6;34;40;VRAI
12/04/2011 11:00;2;0;1;1;21.32;25;77;23.9994;11;38;49;VRAI
12/04/2011 12:00;2;0;1;2;22.96;26.515;64;31.0009;9;83;92;VRAI
12/04/2011 13:00;2;0;1;3;22.14;25.76;68;19.0012;22;84;106;VRAI
12/04/2011 14:00;2;0;1;2;20.5;24.24;82;19.0012;16;28;44;VRAI
12/04/2011 15:00;2;0;1;2;19.68;23.485;77;35.0008;24;54;78;VRAI
12/04/2011 16:00;2;0;1;2;19.68;23.485;77;26.0027;19;80;99;VRAI
12/04/2011 17:00;2;0;1;3;18.04;21.97;77;15.0013;29;262;291;VRAI
12/04/2011 18:00;2;0;1;3;18.04;21.97;77;15.0013;21;203;224;VRAI
12/04/2011 19:00;2;0;1;2;17.22;21.21;82;19.0012;3;127;130;VRAI
12/04/2011 20:00;2;0;1;2;17.22;21.21;82;19.0012;9;94;103;VRAI
12/04/2011 21:00;2;0;1;2;17.22;21.21;82;12.998;10;74;84;VRAI
12/04/2011 22:00;2;0;1;2;16.4;20.455;94;19.9995;7;47;54;VRAI
12/04/2011 23:00;2;0;1;2;16.4;20.455;94;16.9979;8;31;39;VRAI
13/04/2011 00:00;2;0;1;2;16.4;20.455;100;19.9995;3;12;15;VRAI
13/04/2011 01:00;2;0;1;2;16.4;20.455;100;19.9995;0;1;1;VRAI
13/04/2011 02:00;2;0;1;3;16.4;20.455;100;19.9995;0;2;2;VRAI
13/04/2011 03:00;2;0;1;3;16.4;20.455;94;22.0028;0;2;2;VRAI
13/04/2011 04:00;2;0;1;3;16.4;20.455;94;22.0028;1;2;3;VRAI
13/04/2011 05:00;2;0;1;3;15.58;19.695;94;16.9979;1;4;5;VRAI
13/04/2011 06:00;2;0;1;3;15.58;19.695;94;15.0013;1;33;34;VRAI
13/04/2011 07:00;2;0;1;3;14.76;17.425;100;15.0013;3;67;70;VRAI
13/04/2011 08:00;2;0;1;3;15.58;19.695;94;12.998;6;158;164;VRAI
13/04/2011 09:00;2;0;1;2;15.58;19.695;94;15.0013;2;63;65;VRAI
13/04/2011 10:00;2;0;1;2;16.4;20.455;87;12.998;4;42;46;VRAI
13/04/2011 11:00;2;0;1;2;17.22;21.21;82;12.998;4;57;61;VRAI
13/04/2011 12:00;2;0;1;3;17.22;21.21;82;16.9979;12;83;95;VRAI
13/04/2011 13:00;2;0;1;2;18.04;21.97;77;12.998;6;55;61;VRAI
13/04/2011 14:00;2;0;1;2;17.22;21.21;77;16.9979;24;82;106;VRAI
13/04/2011 15:00;2;0;1;2;18.04;21.97;72;19.0012;12;69;81;VRAI
13/04/2011 16:00;2;0;1;1;18.86;22.725;67;19.0012;23;119;142;VRAI
13/04/2011 17:00;2;0;1;1;18.86;22.725;67;19.9995;25;284;309;VRAI
13/04/2011 18:00;2;0;1;1;18.04;21.97;62;26.0027;28;293;321;VRAI
13/04/2011 19:00;2;0;1;1;18.04;21.97;62;16.9979;15;160;175;VRAI
13/04/2011 20:00;2;0;1;1;18.04;21.97;62;16.9979;7;119;126;VRAI
13/04/2011 21:00;2;0;1;1;17.22;21.21;67;11.0014;17;100;117;VRAI
13/04/2011 22:00;2;0;1;1;17.22;21.21;67;12.998;10;89;99;VRAI
13/04/2011 23:00;2;0;1;1;16.4;20.455;71;8.9981;5;57;62;VRAI
14/04/2011 00:00;2;0;1;1;15.58;19.695;76;8.9981;3;18;21;VRAI
14/04/2011 01:00;2;0;1;1;15.58;19.695;76;15.0013;1;9;10;VRAI
14/04/2011 02:00;2;0;1;1;14.76;17.425;76;8.9981;0;3;3;VRAI
14/04/2011 03:00;2;0;1;1;13.94;16.665;81;8.9981;0;2;2;VRAI
14/04/2011 04:00;2;0;1;1;13.94;18.18;76;0;1;8;9;VRAI
14/04/2011 05:00;2;0;1;1;13.94;17.425;76;6.0032;2;12;14;VRAI
14/04/2011 06:00;2;0;1;1;13.94;17.425;76;7.0015;4;66;70;VRAI
14/04/2011 07:00;2;0;1;1;15.58;19.695;66;0;11;182;193;VRAI
14/04/2011 08:00;2;0;1;1;17.22;21.21;58;11.0014;21;316;337;VRAI
14/04/2011 09:00;2;0;1;1;18.86;22.725;51;8.9981;18;152;170;VRAI
14/04/2011 10:00;2;0;1;1;20.5;24.24;51;12.998;21;68;89;VRAI
14/04/2011 11:00;2;0;1;1;21.32;25;45;11.0014;28;87;115;VRAI
14/04/2011 12:00;2;0;1;1;22.14;25.76;42;8.9981;35;110;145;VRAI
14/04/2011 13:00;2;0;1;1;22.96;26.515;37;15.0013;38;121;159;VRAI
14/04/2011 14:00;2;0;1;1;22.96;26.515;35;6.0032;36;101;137;VRAI
14/04/2011 15:00;2;0;1;1;24.6;31.06;31;6.0032;57;85;142;VRAI
14/04/2011 16:00;2;0;1;1;24.6;30.305;26;7.0015;49;153;202;VRAI
14/04/2011 17:00;2;0;1;1;24.6;30.305;28;0;50;338;388;VRAI
14/04/2011 18:00;2;0;1;1;22.96;26.515;30;0;47;290;337;VRAI
14/04/2011 19:00;2;0;1;1;22.14;25.76;32;0;37;222;259;VRAI
14/04/2011 20:00;2;0;1;1;20.5;24.24;51;12.998;22;147;169;VRAI
14/04/2011 21:00;2;0;1;1;18.86;22.725;63;8.9981;19;126;145;VRAI
14/04/2011 22:00;2;0;1;1;19.68;23.485;55;7.0015;22;82;104;VRAI
14/04/2011 23:00;2;0;1;1;18.86;22.725;59;7.0015;7;40;47;VRAI
15/04/2011 00:00;2;1;0;1;18.04;21.97;67;0;6;21;27;VRAI
15/04/2011 01:00;2;1;0;1;18.04;21.97;62;0;6;9;15;VRAI
15/04/2011 02:00;2;1;0;1;16.4;20.455;76;0;8;10;18;VRAI
15/04/2011 03:00;2;1;0;1;16.4;20.455;76;0;0;3;3;VRAI
15/04/2011 04:00;2;1;0;1;15.58;19.695;82;6.0032;0;3;3;VRAI
15/04/2011 05:00;2;1;0;1;14.76;18.18;81;7.0015;2;11;13;VRAI
15/04/2011 06:00;2;1;0;1;14.76;18.18;81;6.0032;5;42;47;VRAI
15/04/2011 07:00;2;1;0;1;16.4;20.455;71;11.0014;10;139;149;VRAI
15/04/2011 08:00;2;1;0;1;18.04;21.97;62;19.9995;21;279;300;VRAI
15/04/2011 09:00;2;1;0;1;20.5;24.24;55;12.998;16;162;178;VRAI
15/04/2011 10:00;2;1;0;1;20.5;24.24;55;12.998;31;91;122;VRAI
15/04/2011 11:00;2;1;0;1;21.32;25;55;12.998;41;95;136;VRAI
15/04/2011 12:00;2;1;0;1;21.32;25;55;19.0012;45;155;200;VRAI
15/04/2011 13:00;2;1;0;1;22.14;25.76;52;16.9979;47;133;180;VRAI
15/04/2011 14:00;2;1;0;1;22.14;25.76;52;16.9979;57;106;163;VRAI
15/04/2011 15:00;2;1;0;1;22.14;25.76;52;30.0026;50;112;162;VRAI
15/04/2011 16:00;2;1;0;1;21.32;25;55;32.9975;70;173;243;VRAI
15/04/2011 17:00;2;1;0;2;20.5;24.24;63;26.0027;64;267;331;VRAI
15/04/2011 18:00;2;1;0;2;18.86;22.725;67;26.0027;47;216;263;VRAI
15/04/2011 19:00;2;1;0;1;17.22;21.21;77;26.0027;41;168;209;VRAI
15/04/2011 20:00;2;1;0;2;16.4;20.455;76;22.0028;26;92;118;VRAI
15/04/2011 21:00;2;1;0;2;16.4;20.455;76;19.9995;25;77;102;VRAI
15/04/2011 22:00;2;1;0;2;15.58;19.695;82;26.0027;16;64;80;VRAI
15/04/2011 23:00;2;1;0;2;14.76;17.425;81;12.998;8;56;64;VRAI
16/04/2011 00:00;2;0;0;2;14.76;17.425;81;15.0013;7;36;43;VRAI
16/04/2011 01:00;2;0;0;2;14.76;16.665;87;19.0012;5;28;33;VRAI
16/04/2011 02:00;2;0;0;2;14.76;17.425;87;8.9981;5;19;24;VRAI
16/04/2011 03:00;2;0;0;2;14.76;17.425;87;11.0014;5;9;14;VRAI
16/04/2011 04:00;2;0;0;2;14.76;17.425;87;15.0013;1;4;5;VRAI
16/04/2011 05:00;2;0;0;2;15.58;19.695;87;19.0012;1;3;4;VRAI
16/04/2011 06:00;2;0;0;3;16.4;20.455;82;22.0028;1;9;10;VRAI
16/04/2011 07:00;2;0;0;2;16.4;20.455;82;27.9993;3;18;21;VRAI
16/04/2011 08:00;2;0;0;3;16.4;20.455;87;23.9994;7;38;45;VRAI
16/04/2011 09:00;2;0;0;3;16.4;20.455;100;19.9995;2;27;29;VRAI
16/04/2011 10:00;2;0;0;3;17.22;21.21;94;26.0027;1;21;22;VRAI
16/04/2011 11:00;2;0;0;3;17.22;21.21;94;30.0026;4;27;31;VRAI
16/04/2011 12:00;2;0;0;2;18.86;22.725;88;39.0007;6;26;32;VRAI
16/04/2011 13:00;2;0;0;3;18.86;22.725;94;35.0008;9;49;58;VRAI
16/04/2011 14:00;2;0;0;3;21.32;25;83;39.0007;14;49;63;VRAI
16/04/2011 15:00;2;0;0;3;21.32;25;83;39.0007;16;62;78;VRAI
16/04/2011 16:00;2;0;0;3;20.5;24.24;88;31.0009;6;27;33;VRAI
16/04/2011 17:00;2;0;0;3;20.5;24.24;88;39.0007;1;14;15;VRAI
16/04/2011 18:00;2;0;0;2;20.5;24.24;94;26.0027;6;32;38;VRAI
16/04/2011 19:00;2;0;0;2;21.32;25;94;27.9993;9;62;71;VRAI
16/04/2011 20:00;2;0;0;3;18.04;21.97;94;15.0013;4;49;53;VRAI
16/04/2011 21:00;2;0;0;2;18.04;21.97;94;0;1;13;14;VRAI
16/04/2011 22:00;2;0;0;3;17.22;21.21;100;0;2;22;24;VRAI
16/04/2011 23:00;2;0;0;2;18.04;21.97;77;19.0012;5;30;35;VRAI
17/04/2011 00:00;2;0;0;2;18.04;21.97;77;19.0012;4;29;33;VRAI
17/04/2011 01:00;2;0;0;1;17.22;21.21;67;15.0013;6;25;31;VRAI
17/04/2011 02:00;2;0;0;1;16.4;20.455;62;12.998;4;25;29;VRAI
17/04/2011 03:00;2;0;0;1;16.4;20.455;66;8.9981;12;13;25;VRAI
17/04/2011 04:00;2;0;0;1;14.76;18.18;76;7.0015;2;5;7;VRAI
17/04/2011 05:00;2;0;0;1;14.76;17.425;71;11.0014;2;1;3;VRAI
17/04/2011 06:00;2;0;0;1;14.76;15.91;66;30.0026;3;5;8;VRAI
17/04/2011 07:00;2;0;0;1;14.76;16.665;50;23.9994;2;14;16;VRAI
17/04/2011 08:00;2;0;0;1;15.58;19.695;46;26.0027;7;36;43;VRAI
17/04/2011 09:00;2;0;0;1;16.4;20.455;43;19.0012;31;71;102;VRAI
17/04/2011 10:00;2;0;0;1;17.22;21.21;44;30.0026;91;120;211;VRAI
17/04/2011 11:00;2;0;0;1;18.86;22.725;41;27.9993;119;185;304;VRAI
17/04/2011 12:00;2;0;0;1;18.86;22.725;38;26.0027;167;187;354;VRAI
17/04/2011 13:00;2;0;0;1;20.5;24.24;34;26.0027;181;162;343;VRAI
17/04/2011 14:00;2;0;0;1;21.32;25;34;26.0027;170;191;361;VRAI
17/04/2011 15:00;2;0;0;1;22.14;25.76;32;35.0008;179;209;388;VRAI
17/04/2011 16:00;2;0;0;1;22.14;25.76;30;23.9994;161;182;343;VRAI
17/04/2011 17:00;2;0;0;1;22.96;26.515;30;30.0026;143;163;306;VRAI
17/04/2011 18:00;2;0;0;1;22.96;26.515;30;26.0027;102;175;277;VRAI
17/04/2011 19:00;2;0;0;1;22.96;26.515;30;19.9995;75;135;210;VRAI
17/04/2011 20:00;2;0;0;1;21.32;25;36;12.998;44;97;141;VRAI
17/04/2011 21:00;2;0;0;1;20.5;24.24;42;12.998;13;70;83;VRAI
17/04/2011 22:00;2;0;0;1;20.5;24.24;39;7.0015;21;49;70;VRAI
17/04/2011 23:00;2;0;0;1;18.04;21.97;67;11.0014;19;37;56;VRAI
18/04/2011 00:00;2;0;1;1;18.86;22.725;47;6.0032;15;24;39;VRAI
18/04/2011 01:00;2;0;1;1;18.86;22.725;47;8.9981;11;8;19;VRAI
18/04/2011 02:00;2;0;1;1;17.22;21.21;67;7.0015;14;2;16;VRAI
18/04/2011 03:00;2;0;1;1;17.22;21.21;62;7.0015;6;1;7;VRAI
18/04/2011 04:00;2;0;1;1;16.4;20.455;87;11.0014;2;4;6;VRAI
18/04/2011 05:00;2;0;1;1;16.4;20.455;76;6.0032;0;16;16;VRAI
18/04/2011 06:00;2;0;1;1;16.4;20.455;82;0;3;51;54;VRAI
18/04/2011 07:00;2;0;1;1;18.86;22.725;63;0;12;156;168;VRAI
18/04/2011 08:00;2;0;1;1;18.86;22.725;63;0;20;277;297;VRAI
18/04/2011 09:00;2;0;1;2;20.5;24.24;55;7.0015;37;132;169;VRAI
18/04/2011 10:00;2;0;1;2;21.32;25;55;7.0015;41;68;109;VRAI
18/04/2011 11:00;2;0;1;2;22.14;25.76;52;6.0032;36;87;123;VRAI
18/04/2011 12:00;2;0;1;2;22.96;26.515;49;6.0032;60;124;184;VRAI
18/04/2011 13:00;2;0;1;2;22.96;26.515;49;11.0014;41;128;169;VRAI
18/04/2011 14:00;2;0;1;2;23.78;27.275;49;12.998;49;95;144;VRAI
18/04/2011 15:00;2;0;1;2;24.6;31.06;43;12.998;64;112;176;VRAI
18/04/2011 16:00;2;0;1;1;24.6;31.06;46;19.0012;40;165;205;VRAI
18/04/2011 17:00;2;0;1;1;23.78;27.275;49;19.0012;66;362;428;VRAI
18/04/2011 18:00;2;0;1;1;26.24;31.06;31;23.9994;41;321;362;VRAI
18/04/2011 19:00;2;0;1;1;22.96;26.515;46;16.9979;42;244;286;VRAI
18/04/2011 20:00;2;0;1;1;24.6;31.06;33;19.9995;29;136;165;VRAI
18/04/2011 21:00;2;0;1;1;22.96;26.515;37;19.0012;20;131;151;VRAI
18/04/2011 22:00;2;0;1;1;21.32;25;55;19.0012;9;81;90;VRAI
18/04/2011 23:00;2;0;1;1;20.5;24.24;59;16.9979;11;35;46;VRAI
19/04/2011 00:00;2;0;1;1;20.5;24.24;55;15.0013;2;23;25;VRAI
19/04/2011 01:00;2;0;1;1;18.86;22.725;63;15.0013;5;2;7;VRAI
19/04/2011 02:00;2;0;1;1;18.86;22.725;67;19.0012;8;5;13;VRAI
19/04/2011 03:00;2;0;1;1;19.68;23.485;63;15.0013;0;3;3;VRAI
19/04/2011 04:00;2;0;1;1;18.86;22.725;67;6.0032;1;4;5;VRAI
19/04/2011 05:00;2;0;1;2;18.86;22.725;72;12.998;1;17;18;VRAI
19/04/2011 06:00;2;0;1;2;19.68;23.485;67;0;2;63;65;VRAI
19/04/2011 07:00;2;0;1;2;21.32;25;55;0;22;166;188;VRAI
19/04/2011 08:00;2;0;1;2;20.5;24.24;68;8.9981;20;331;351;VRAI
19/04/2011 09:00;2;0;1;3;21.32;25;63;6.0032;23;139;162;VRAI
19/04/2011 10:00;2;0;1;2;20.5;24.24;72;15.0013;15;60;75;VRAI
19/04/2011 11:00;2;0;1;2;22.14;25.76;68;11.0014;19;53;72;VRAI
19/04/2011 12:00;2;0;1;2;22.14;25.76;64;6.0032;19;84;103;VRAI
